2877,243,3.5,-1
3583,8467,3.0,-1
5331,13,4.5,-1
3535,105,3.0,-1
4451,155,4.5,-1
2472,238,5.0,-1
1228,36658,4.5,-1
3119,1422,4.0,-1
2006,24,3.0,-1
3213,640,3.0,-1
1952,550,5.0,-1
410,12,5.0,-1
3769,453,3.0,-1
1949,1637,2.5,-1
1058,393,4.5,-1
5571,602,0.5,-1
2288,862,3.0,-1
2367,8467,2.0,-1
780,604,4.0,-1
658,329,5.0,-1
1158,153,4.0,-1
1523,274,4.5,-1
1787,607,4.0,-1
2603,604,4.5,-1
2521,122,5.0,-1
256,2502,4.0,-1
1269,122,4.0,-1
5137,22,4.0,-1
5271,187,2.5,-1
1621,808,4.0,-1
1194,120,5.0,-1
2233,278,4.5,-1
3451,194,4.0,-1
3145,161,5.0,-1
341,187,3.5,-1
1555,812,5.0,-1
5224,1637,1.0,-1
2389,8467,4.0,-1
3824,197,5.0,-1
5502,629,4.0,-1
4975,2501,4.0,-1
3834,85,4.0,-1
4862,453,5.0,-1
3795,9806,3.5,-1
4828,105,5.0,-1
4078,120,5.0,-1
5079,153,4.0,-1
3861,36657,2.5,-1
4144,121,3.5,-1
4944,568,2.5,-1
1467,550,4.5,-1
1904,585,5.0,-1
2570,1891,3.0,-1
948,1892,5.0,-1
5197,36955,4.0,-1
2607,462,3.5,-1
3596,155,5.0,-1
4006,745,3.5,-1
552,2502,4.0,-1
2764,1572,3.5,-1
2156,752,4.0,-1
1708,752,4.0,-1
1330,807,4.0,-1
4479,13,2.5,-1
5481,274,4.0,-1
3502,120,5.0,-1
2734,602,1.5,-1
3754,98,3.0,-1
1811,12,3.5,-1
5261,141,3.5,-1
698,98,4.5,-1
4731,453,3.5,-1
90,1894,3.5,-1
2905,243,3.0,-1
3589,36955,3.0,-1
1690,393,4.5,-1
4604,105,4.0,-1
782,1900,5.0,-1
4224,77,4.0,-1
606,809,4.0,-1
671,268,3.0,-1
2408,603,5.0,-1
3891,2502,5.0,-1
1889,2501,3.0,-1
1167,36955,4.0,-1
4949,414,3.0,-1
3960,268,2.0,-1
2878,788,1.5,-1
906,808,5.0,-1
4250,14,5.0,-1
1457,329,4.0,-1
5538,5503,3.0,-1
5426,12,2.0,-1
407,36955,2.0,-1
2432,243,1.0,-1
256,1894,4.5,-1
4220,607,4.0,-1
5071,862,4.0,-1
2246,607,4.0,-1
2819,197,4.5,-1
1672,640,2.5,-1
1494,671,4.0,-1
636,11,2.5,-1
392,8467,3.0,-1
2325,121,2.0,-1
4078,121,4.5,-1
1949,2164,3.5,-1
5135,1597,4.5,-1
4257,12,3.5,-1
4381,120,4.0,-1
3279,105,2.0,-1
3302,424,2.5,-1
3055,602,2.5,-1
2710,854,3.0,-1
5160,161,5.0,-1
2460,9802,2.0,-1
255,603,5.0,-1
4153,194,4.0,-1
2848,955,3.5,-1
3120,146,5.0,-1
3485,568,2.0,-1
3864,745,5.0,-1
1306,22,2.0,-1
5073,568,3.5,-1
419,122,5.0,-1
3417,557,1.5,-1
642,812,5.0,-1
2504,393,4.0,-1
440,13,5.0,-1
4750,745,5.0,-1
1561,2164,1.0,-1
4900,1900,5.0,-1
1490,38,4.5,-1
1779,672,4.0,-1
2819,7443,3.0,-1
2982,11,5.0,-1
3517,424,4.0,-1
2728,8587,4.0,-1
1041,1637,0.5,-1
3853,85,4.0,-1
4103,2502,4.0,-1
1728,38,2.0,-1
3756,550,4.5,-1
4052,672,3.5,-1
3430,393,2.5,-1
4472,602,3.0,-1
4741,122,5.0,-1
881,807,4.0,-1
3929,8467,2.0,-1
2878,8358,2.0,-1
2283,585,4.0,-1
898,85,4.0,-1
1711,22,4.0,-1
891,121,4.5,-1
4621,197,4.0,-1
3558,272,3.5,-1
4576,629,5.0,-1
4028,146,5.0,-1
4957,788,3.0,-1
4941,22,2.5,-1
2230,3049,1.0,-1
1501,1891,4.0,-1
1006,8358,3.0,-1
5147,808,4.0,-1
2449,122,4.5,-1
2326,24,5.0,-1
2063,671,4.0,-1
132,122,5.0,-1
2562,107,4.5,-1
5459,197,5.0,-1
2929,274,4.0,-1
2434,424,4.0,-1
993,585,5.0,-1
2255,607,2.5,-1
3391,63,3.0,-1
2028,329,3.5,-1
1234,274,4.0,-1
1896,8358,4.0,-1
3185,664,3.0,-1
1105,7443,3.0,-1
4120,680,3.0,-1
776,36657,3.5,-1
4289,272,3.5,-1
5159,122,5.0,-1
2005,77,3.0,-1
1290,1891,5.0,-1
5366,2024,3.0,-1
2294,121,4.0,-1
4280,955,3.5,-1
2416,424,4.5,-1
3793,558,3.0,-1
5281,745,3.0,-1
3617,393,3.5,-1
654,788,1.5,-1
3100,329,4.0,-1
3682,672,3.0,-1
3188,854,4.5,-1
4143,603,2.5,-1
3175,272,3.5,-1
452,243,1.5,-1
279,77,4.5,-1
3430,453,3.5,-1
4257,788,5.0,-1
4255,77,4.5,-1
138,807,4.5,-1
4106,568,3.0,-1
1121,98,4.0,-1
4003,105,4.5,-1
952,141,3.0,-1
4293,808,4.0,-1
1891,752,2.5,-1
650,640,1.5,-1
459,809,3.5,-1
4218,120,4.0,-1
3228,8358,4.5,-1
3755,9741,4.0,-1
3794,629,4.0,-1
5180,98,4.5,-1
3089,274,4.0,-1
3684,9806,4.0,-1
1683,558,2.0,-1
2962,1894,3.0,-1
2045,238,4.0,-1
2158,5503,4.0,-1
5415,954,4.0,-1
3790,8358,3.0,-1
976,38,4.0,-1
1670,752,4.5,-1
4232,857,3.5,-1
1319,11,5.0,-1
3382,424,2.5,-1
5439,161,3.5,-1
4405,641,4.0,-1
4190,1422,4.0,-1
4514,788,3.0,-1
629,1637,4.5,-1
4479,745,4.5,-1
4647,2024,3.0,-1
2229,807,3.5,-1
1505,862,4.0,-1
1144,558,3.0,-1
3192,601,4.0,-1
797,272,5.0,-1
4678,5503,5.0,-1
3857,601,4.0,-1
5015,414,4.0,-1
3374,9802,4.5,-1
2686,955,0.5,-1
2692,1637,1.5,-1
3083,629,5.0,-1
2189,955,4.0,-1
2858,1597,4.0,-1
2056,955,4.0,-1
3998,194,2.5,-1
3762,453,3.5,-1
3447,12,2.0,-1
3803,3049,4.0,-1
4150,557,4.0,-1
3356,954,5.0,-1
2161,12,5.0,-1
1010,122,4.0,-1
1692,13,4.0,-1
1323,640,3.5,-1
4425,5503,2.5,-1
4964,36955,1.0,-1
4911,14,4.0,-1
4653,77,4.0,-1
3568,671,4.0,-1
1919,680,3.5,-1
1047,122,4.0,-1
3156,194,1.0,-1
1852,585,2.0,-1
4328,9802,5.0,-1
850,329,4.5,-1
1324,22,3.0,-1
2729,197,3.5,-1
3885,424,3.0,-1
4660,1891,3.0,-1
396,107,4.5,-1
4768,9741,4.5,-1
969,1572,5.0,-1
2958,272,4.5,-1
999,10020,2.5,-1
1463,24,4.5,-1
2187,585,5.0,-1
5,808,3.0,-1
3810,809,3.5,-1
1491,194,4.0,-1
4555,1891,5.0,-1
738,954,3.0,-1
2216,581,4.0,-1
5178,98,3.0,-1
631,9802,3.0,-1
303,14,4.5,-1
1529,640,4.0,-1
222,602,5.0,-1
2801,105,3.0,-1
2872,155,4.0,-1
2319,280,4.0,-1
1000,243,2.0,-1
3202,1894,4.5,-1
3106,161,5.0,-1
3502,9806,4.5,-1
311,640,4.0,-1
5541,274,3.5,-1
2609,1637,3.5,-1
3235,77,5.0,-1
2332,550,4.5,-1
1308,275,5.0,-1
845,550,3.5,-1
2206,36657,4.0,-1
200,36657,3.0,-1
3583,788,3.0,-1
1560,36657,3.5,-1
145,641,4.5,-1
1566,603,2.0,-1
2235,640,4.0,-1
4326,807,4.0,-1
2600,1572,1.0,-1
3423,807,4.0,-1
2660,122,3.0,-1
2102,788,5.0,-1
1107,808,4.5,-1
1767,2164,3.5,-1
5146,9802,4.5,-1
5413,24,5.0,-1
5118,77,4.5,-1
3361,238,4.0,-1
1918,36657,3.5,-1
5021,2502,3.5,-1
5281,1422,3.0,-1
989,604,3.5,-1
2458,2501,4.0,-1
4127,414,3.5,-1
4207,107,4.5,-1
5527,36658,3.0,-1
4972,745,4.0,-1
121,603,4.0,-1
1378,393,4.0,-1
5532,1891,5.0,-1
5523,955,5.0,-1
1931,8467,3.0,-1
2755,77,2.5,-1
1808,238,5.0,-1
3556,161,3.5,-1
5458,10020,2.0,-1
616,122,4.5,-1
4041,809,4.0,-1
1245,2501,4.0,-1
5143,603,5.0,-1
4971,274,4.0,-1
1559,1892,4.5,-1
1315,745,4.0,-1
4997,9331,1.0,-1
5099,121,4.5,-1
4474,9802,4.0,-1
4583,8467,3.0,-1
4385,8467,4.0,-1
1228,9802,5.0,-1
4878,155,5.0,-1
1555,602,5.0,-1
1266,122,5.0,-1
843,1422,4.0,-1
3646,1892,3.0,-1
902,2502,2.5,-1
5135,105,3.0,-1
4610,812,5.0,-1
4737,671,3.5,-1
23,854,2.5,-1
2725,280,3.0,-1
3304,36955,0.5,-1
5466,8467,2.0,-1
3003,424,5.0,-1
2096,607,4.5,-1
1878,954,5.0,-1
1963,8358,4.0,-1
4921,1891,4.5,-1
2559,280,4.0,-1
2537,788,2.0,-1
4900,122,4.0,-1
898,414,4.0,-1
559,558,2.5,-1
4255,278,5.0,-1
4789,807,1.0,-1
3154,329,3.5,-1
234,141,4.0,-1
2881,10020,2.0,-1
2435,107,2.5,-1
157,585,1.0,-1
2493,22,4.0,-1
4956,268,4.0,-1
5075,9741,3.0,-1
3958,4327,3.0,-1
1564,857,4.0,-1
1828,197,4.5,-1
5149,105,5.0,-1
3927,272,3.5,-1
2592,329,3.5,-1
2675,197,1.5,-1
978,602,4.0,-1
1843,809,4.0,-1
1827,280,5.0,-1
2594,745,1.0,-1
3884,36657,3.5,-1
2134,597,3.5,-1
2450,274,4.5,-1
1906,2501,3.0,-1
2865,8587,3.5,-1
3707,603,5.0,-1
4544,4327,2.5,-1
1964,2502,5.0,-1
2503,38,3.5,-1
5481,8467,5.0,-1
2189,462,4.0,-1
4227,1891,3.0,-1
3525,8467,4.0,-1
1947,63,5.0,-1
646,1891,3.5,-1
2504,85,4.0,-1
3209,98,3.5,-1
4627,550,4.0,-1
3842,122,5.0,-1
3894,8587,5.0,-1
4078,36658,4.0,-1
1594,2501,4.0,-1
340,114,4.5,-1
696,2501,5.0,-1
1839,857,3.0,-1
4941,603,5.0,-1
474,24,3.0,-1
3436,155,0.5,-1
1077,2501,4.0,-1
2141,280,5.0,-1
2104,3049,4.5,-1
997,13,5.0,-1
3970,146,4.0,-1
2359,671,4.0,-1
2741,12,4.5,-1
2670,153,2.5,-1
4493,77,3.0,-1
2710,8587,3.0,-1
4786,640,4.0,-1
264,9802,4.5,-1
2685,607,0.5,-1
4008,120,5.0,-1
5073,180,3.0,-1
2159,857,3.5,-1
4068,5503,2.5,-1
2990,9802,3.0,-1
2207,1597,3.5,-1
1543,955,4.5,-1
5183,862,2.0,-1
122,238,4.5,-1
322,12,5.0,-1
4457,63,2.0,-1
4204,393,3.5,-1
1575,602,3.0,-1
5051,4327,3.5,-1
3533,462,3.0,-1
4321,453,5.0,-1
5169,278,3.0,-1
2267,8587,3.0,-1
1944,788,2.0,-1
3185,36955,3.5,-1
831,114,4.0,-1
1159,122,5.0,-1
557,862,4.5,-1
5008,329,4.0,-1
1403,597,4.0,-1
4644,274,4.5,-1
3166,862,3.0,-1
1858,272,5.0,-1
5345,329,4.0,-1
270,275,3.5,-1
2665,954,4.0,-1
