3708,550,0.5,-1
1501,597,4.0,-1
504,9741,4.5,-1
2363,786,1.0,-1
4824,107,0.5,-1
487,272,2.5,-1
1114,786,5.0,-1
4881,194,2.5,-1
1004,550,4.0,-1
223,85,3.0,-1
3513,1637,3.5,-1
5129,680,5.0,-1
5196,1422,1.5,-1
3250,153,3.0,-1
1056,98,4.5,-1
3957,63,4.0,-1
2672,1422,4.0,-1
3681,1891,3.5,-1
4226,2502,4.5,-1
3051,146,5.0,-1
24,1894,3.0,-1
1927,85,4.0,-1
4070,14,5.0,-1
4828,808,5.0,-1
1051,272,4.0,-1
4496,857,5.0,-1
1357,5503,4.0,-1
925,280,5.0,-1
3645,329,4.0,-1
872,862,4.0,-1
2261,9741,1.0,-1
464,2502,3.5,-1
2282,77,4.0,-1
2763,680,5.0,-1
1313,862,5.0,-1
5153,664,3.5,-1
995,274,4.5,-1
3184,680,5.0,-1
3095,180,5.0,-1
1193,63,4.5,-1
1212,38,4.5,-1
4472,77,4.0,-1
5008,664,3.0,-1
4322,4327,0.5,-1
3516,672,3.5,-1
4272,63,4.0,-1
3343,597,1.0,-1
2269,809,4.0,-1
3436,672,2.5,-1
3603,955,4.0,-1
95,194,2.0,-1
1056,329,3.5,-1
3206,557,0.5,-1
5543,585,2.5,-1
1388,745,3.5,-1
4843,105,5.0,-1
4663,607,2.5,-1
2649,9331,3.0,-1
5522,786,4.0,-1
932,36657,5.0,-1
4971,2164,3.0,-1
388,1891,4.0,-1
3363,243,3.5,-1
3109,85,4.5,-1
4961,597,3.0,-1
3002,1891,5.0,-1
3400,141,5.0,-1
480,1597,2.0,-1
4245,9802,2.0,-1
3665,268,4.0,-1
2666,597,3.0,-1
888,557,4.0,-1
3404,194,4.0,-1
1604,550,4.0,-1
3047,194,4.0,-1
3967,568,4.5,-1
640,568,4.5,-1
4472,664,2.0,-1
4023,9802,3.0,-1
3529,12,4.5,-1
3952,8467,3.0,-1
2283,22,5.0,-1
1193,8587,4.0,-1
1731,604,4.0,-1
5429,603,5.0,-1
1732,641,3.5,-1
1449,38,4.0,-1
110,36955,5.0,-1
262,424,5.0,-1
3516,153,3.5,-1
4193,954,1.5,-1
2649,77,4.0,-1
716,7443,5.0,-1
3733,558,3.5,-1
3867,2502,4.0,-1
656,238,4.0,-1
1014,36657,4.0,-1
1170,602,3.5,-1
1158,603,5.0,-1
3797,557,3.0,-1
4875,13,3.5,-1
4800,808,4.0,-1
2773,105,3.0,-1
3906,36955,5.0,-1
22,745,5.0,-1
3649,2024,2.5,-1
2112,161,4.0,-1
4748,329,2.0,-1
422,153,2.0,-1
5243,11,5.0,-1
4060,11,5.0,-1
3008,1900,3.0,-1
3024,807,3.5,-1
960,7443,3.5,-1
3402,603,5.0,-1
450,2164,1.0,-1
2634,238,5.0,-1
2721,105,4.0,-1
2850,238,4.0,-1
4032,114,3.0,-1
3736,808,3.0,-1
4929,114,4.0,-1
606,8467,0.5,-1
5050,14,5.0,-1
1882,13,3.5,-1
5356,671,3.5,-1
3759,603,5.0,-1
4460,4327,2.0,-1
4557,9806,4.0,-1
3028,22,4.0,-1
3276,453,3.5,-1
1706,9741,4.0,-1
609,786,3.5,-1
2439,98,5.0,-1
2011,11,4.5,-1
2707,672,3.5,-1
1411,854,5.0,-1
3737,453,3.0,-1
5215,597,1.5,-1
3889,955,4.0,-1
3878,180,3.5,-1
2705,680,5.0,-1
735,180,4.5,-1
2793,4327,3.5,-1
4332,1572,2.0,-1
2072,14,3.0,-1
2835,607,4.0,-1
5173,2502,3.0,-1
2041,604,4.5,-1
3671,603,4.0,-1
4688,672,3.5,-1
1583,38,3.0,-1
2029,197,3.0,-1
4461,10020,5.0,-1
3282,604,5.0,-1
3873,280,4.0,-1
2770,597,3.0,-1
2158,63,3.0,-1
4796,268,3.0,-1
1756,194,4.5,-1
4675,1637,1.5,-1
3703,9806,5.0,-1
4946,424,5.0,-1
4586,641,1.5,-1
3525,854,3.0,-1
3660,672,3.0,-1
3112,414,3.5,-1
2446,788,3.5,-1
970,13,5.0,-1
4737,8587,5.0,-1
250,854,3.0,-1
3245,955,4.0,-1
1200,602,2.5,-1
2981,11,4.0,-1
3694,597,4.5,-1
1137,36955,2.5,-1
1471,8587,3.5,-1
4811,603,5.0,-1
3236,664,2.0,-1
2009,672,3.0,-1
1122,329,4.5,-1
4027,424,5.0,-1
1499,2502,3.0,-1
5234,807,4.0,-1
1972,121,5.0,-1
5473,146,4.5,-1
323,2502,3.5,-1
4271,10020,3.0,-1
3967,280,5.0,-1
5470,585,4.0,-1
1678,607,4.0,-1
1672,752,2.5,-1
2536,98,3.5,-1
456,2501,4.0,-1
543,607,3.5,-1
3284,2501,3.0,-1
2808,161,4.5,-1
719,629,2.0,-1
4826,9331,5.0,-1
3407,597,5.0,-1
1422,120,4.0,-1
4902,9802,3.0,-1
577,9331,2.5,-1
165,2501,2.0,-1
1143,604,2.5,-1
4157,954,5.0,-1
432,161,4.5,-1
4565,243,4.0,-1
4811,680,4.0,-1
3004,197,5.0,-1
2878,745,3.0,-1
2270,854,5.0,-1
2716,38,4.5,-1
1836,786,3.0,-1
4983,13,5.0,-1
5573,581,1.5,-1
4646,36658,5.0,-1
2178,1637,3.5,-1
2166,1894,3.0,-1
4793,122,5.0,-1
1605,8587,5.0,-1
959,752,5.0,-1
3656,8587,5.0,-1
3412,745,5.0,-1
4430,557,4.5,-1
299,105,3.5,-1
2510,414,3.0,-1
1938,153,4.0,-1
3570,602,5.0,-1
5093,809,3.0,-1
2617,752,5.0,-1
5500,187,3.0,-1
21,745,3.5,-1
2947,329,2.5,-1
